sequence
97 37 16 16 77 42 91 74 51 56 61 12 48 15 75 34 15 92 51 34 97 37 16 16 77 42 91 74 51 56 61 12 48 15 75 34 15 92 51 34
70 75 94 32 24 24 85 10 72 20 80 93 80 8 42 80 41 65 49 1 70 75 94 32 24 24 85 10 72 20 80 93 80 8 42 80 41 65 49 1
78 79 78 47 5 29 70 25 69 63 11 12 30 74 78 23 57 6 41 25 78 79 78 47 5 29 70 25 69 63 11 12 30 74 78 23 57 6 41 25
83 4 27 5 29 97 85 56 96 18 90 14 92 83 25 67 30 97 42 94 83 4 27 5 29 97 85 56 96 18 90 14 92 83 25 67 30 97 42 94
13 19 5 82 5 99 51 44 1 44 80 2 76 51 17 79 22 50 42 53 13 19 5 82 5 99 51 44 1 44 80 2 76 51 17 79 22 50 42 53
0 16 79 10 82 93 14 50 28 53 62 68 11 74 65 12 2 45 29 40 0 16 79 10 82 93 14 50 28 53 62 68 11 74 65 12 2 45 29 40
45 74 36 72 19 30 44 14 56 88 95 16 15 45 10 44 86 60 87 6 45 74 36 72 19 30 44 14 56 88 95 16 15 45 10 44 86 60 87 6
4 71 18 3 11 30 64 86 18 59 58 42 42 28 81 56 26 55 39 79 4 71 18 3 11 30 64 86 18 59 58 42 42 28 81 56 26 55 39 79
36 48 47 14 13 51 19 36 58 86 54 41 22 55 8 30 16 52 35 64 36 48 47 14 13 51 19 36 58 86 54 41 22 55 8 30 16 52 35 64
58 29 29 63 51 20 39 66 45 10 4 93 74 75 29 36 71 25 97 19 58 29 29 63 51 20 39 66 45 10 4 93 74 75 29 36 71 25 97 19
66 2 28 56 26 32 90 79 81 68 96 81 8 33 47 40 79 27 16 85 66 2 28 56 26 32 90 79 81 68 96 81 8 33 47 40 79 27 16 85
38 22 62 99 67 18 37 88 57 45 59 68 61 18 89 63 24 98 87 83 38 22 62 99 67 18 37 88 57 45 59 68 61 18 89 63 24 98 87 83
7 21 20 78 45 67 2 78 7 74 41 91 20 42 71 71 90 76 20 32 7 21 20 78 45 67 2 78 7 74 41 91 20 42 71 71 90 76 20 32
22 6 62 75 62 2 4 21 64 97 62 87 28 73 81 70 83 28 41 86 22 6 62 75 62 2 4 21 64 97 62 87 28 73 81 70 83 28 41 86
74 0 24 76 21 47 66 72 55 90 37 35 48 57 16 13 95 87 68 39 74 0 24 76 21 47 66 72 55 90 37 35 48 57 16 13 95 87 68 39
11 86 42 44 27 86 14 11 69 60 14 15 53 88 28 15 63 12 48 69 11 86 42 44 27 86 14 11 69 60 14 15 53 88 28 15 63 12 48 69
90 49 95 64 72 26 17 12 95 27 54 95 69 22 84 93 9 0 90 27 90 49 95 64 72 26 17 12 95 27 54 95 69 22 84 93 9 0 90 27
96 11 16 97 35 59 63 79 50 8 89 41 80 30 78 6 97 51 83 47 96 11 16 97 35 59 63 79 50 8 89 41 80 30 78 6 97 51 83 47
70 24 4 33 17 58 66 97 19 47 65 77 50 74 20 0 94 86 47 6 70 24 4 33 17 58 66 97 19 47 65 77 50 74 20 0 94 86 47 6
58 82 21 15 97 36 58 88 81 8 28 77 88 62 28 19 19 6 40 57 58 82 21 15 97 36 58 88 81 8 28 77 88 62 28 19 19 6 40 57
38 81 86 36 44 41 5 54 45 21 74 23 10 47 49 24 93 5 83 66 38 81 86 36 44 41 5 54 45 21 74 23 10 47 49 24 93 5 83 66
73 15 52 42 62 14 56 32 41 67 12 20 53 95 6 94 6 78 47 55 73 15 52 42 62 14 56 32 41 67 12 20 53 95 6 94 6 78 47 55
19 43 30 27 28 92 33 10 21 91 71 69 81 40 89 98 39 0 74 20 19 43 30 27 28 92 33 10 21 91 71 69 81 40 89 98 39 0 74 20
73 35 93 86 5 75 72 49 31 7 9 71 2 58 95 14 22 63 20 60 73 35 93 86 5 75 72 49 31 7 9 71 2 58 95 14 22 63 20 60
81 22 78 24 4 95 87 78 70 70 84 93 9 42 85 73 10 25 63 85 81 22 78 24 4 95 87 78 70 70 84 93 9 42 85 73 10 25 63 85
87 72 45 47 55 48 2 9 93 72 37 84 82 85 79 6 12 61 55 96 87 72 45 47 55 48 2 9 93 72 37 84 82 85 79 6 12 61 55 96
72 55 10 83 81 16 4 36 80 2 5 9 6 41 68 99 99 77 57 66 72 55 10 83 81 16 4 36 80 2 5 9 6 41 68 99 99 77 57 66
60 29 59 50 80 18 54 66 60 75 70 6 0 38 43 58 30 75 34 7 60 29 59 50 80 18 54 66 60 75 70 6 0 38 43 58 30 75 34 7
13 75 95 41 58 90 97 62 86 46 87 95 7 6 96 36 97 91 23 42 13 75 95 41 58 90 97 62 86 46 87 95 7 6 96 36 97 91 23 42
90 46 32 63 43 1 0 74 49 91 31 78 16 10 6 36 54 95 2 6 90 46 32 63 43 1 0 74 49 91 31 78 16 10 6 36 54 95 2 6
52 3 63 67 2 76 47 15 73 65 95 78 23 41 61 26 63 66 65 94 52 3 63 67 2 76 47 15 73 65 95 78 23 41 61 26 63 66 65 94
16 59 14 16 12 71 49 69 61 95 94 99 94 83 87 85 37 0 36 9 16 59 14 16 12 71 49 69 61 95 94 99 94 83 87 85 37 0 36 9
85 15 22 53 63 80 42 16 66 36 70 19 20 28 77 32 79 16 48 15 85 15 22 53 63 80 42 16 66 36 70 19 20 28 77 32 79 16 48 15
90 3 86 68 54 97 52 4 1 34 50 45 64 99 74 88 78 30 35 61 90 3 86 68 54 97 52 4 1 34 50 45 64 99 74 88 78 30 35 61
6 71 48 77 68 87 3 45 47 67 58 39 16 24 96 86 97 81 59 94 6 71 48 77 68 87 3 45 47 67 58 39 16 24 96 86 97 81 59 94
97 91 15 55 47 30 4 71 82 45 42 26 6 2 24 73 35 3 0 66 97 91 15 55 47 30 4 71 82 45 42 26 6 2 24 73 35 3 0 66
12 1 93 95 90 7 38 80 10 60 87 66 90 63 37 96 23 10 21 13 12 1 93 95 90 7 38 80 10 60 87 66 90 63 37 96 23 10 21 13
28 87 7 45 69 18 44 41 5 73 69 24 92 8 33 43 66 87 2 74 28 87 7 45 69 18 44 41 5 73 69 24 92 8 33 43 66 87 2 74
54 91 22 66 24 25 34 17 31 96 44 54 58 9 34 39 72 74 50 9 54 91 22 66 24 25 34 17 31 96 44 54 58 9 34 39 72 74 50 9
3 17 49 98 19 33 30 73 21 25 8 14 80 41 59 20 27 55 72 85 3 17 49 98 19 33 30 73 21 25 8 14 80 41 59 20 27 55 72 85
94 3 89 61 76 58 77 54 98 62 80 64 50 66 8 3 11 73 80 84 94 3 89 61 76 58 77 54 98 62 80 64 50 66 8 3 11 73 80 84
10 14 22 71 75 95 96 95 88 69 34 76 37 50 29 56 1 66 18 78 10 14 22 71 75 95 96 95 88 69 34 76 37 50 29 56 1 66 18 78
54 0 1 14 10 28 87 97 82 54 93 59 97 84 65 96 80 45 27 23 54 0 1 14 10 28 87 97 82 54 93 59 97 84 65 96 80 45 27 23
84 11 18 37 58 43 73 43 56 14 12 6 63 99 32 17 89 29 63 93 84 11 18 37 58 43 73 43 56 14 12 6 63 99 32 17 89 29 63 93
45 29 88 18 34 58 74 67 48 71 64 65 43 57 87 4 68 19 57 95 45 29 88 18 34 58 74 67 48 71 64 65 43 57 87 4 68 19 57 95
27 99 60 38 72 5 9 86 12 65 9 3 36 89 41 72 85 56 5 58 27 99 60 38 72 5 9 86 12 65 9 3 36 89 41 72 85 56 5 58
25 38 27 61 66 58 1 44 96 93 42 5 68 71 23 20 72 76 3 53 25 38 27 61 66 58 1 44 96 93 42 5 68 71 23 20 72 76 3 53
83 7 97 48 57 36 34 97 54 98 25 21 50 82 63 58 34 20 1 52 83 7 97 48 57 36 34 97 54 98 25 21 50 82 63 58 34 20 1 52
28 58 48 92 87 67 6 36 82 34 11 3 18 68 4 99 55 60 83 96 28 58 48 92 87 67 6 36 82 34 11 3 18 68 4 99 55 60 83 96
56 79 34 3 11 47 81 98 52 81 80 37 35 77 40 39 90 79 69 54 56 79 34 3 11 47 81 98 52 81 80 37 35 77 40 39 90 79 69 54
56 66 98 75 30 66 12 40 49 2 67 47 69 95 60 79 4 49 32 23 56 66 98 75 30 66 12 40 49 2 67 47 69 95 60 79 4 49 32 23
15 57 24 29 27 72 86 27 59 25 93 19 52 38 87 30 12 52 62 84 15 57 24 29 27 72 86 27 59 25 93 19 52 38 87 30 12 52 62 84
97 74 86 75 53 61 92 18 93 97 94 14 77 96 67 81 99 47 48 73 97 74 86 75 53 61 92 18 93 97 94 14 77 96 67 81 99 47 48 73
53 12 45 7 15 17 11 21 80 74 17 91 75 98 84 0 81 76 81 15 53 12 45 7 15 17 11 21 80 74 17 91 75 98 84 0 81 76 81 15
27 58 87 57 29 20 97 83 19 79 16 88 59 97 64 75 56 93 46 76 27 58 87 57 29 20 97 83 19 79 16 88 59 97 64 75 56 93 46 76
13 8 43 54 14 98 34 89 37 67 90 95 10 94 30 19 90 70 88 5 13 8 43 54 14 98 34 89 37 67 90 95 10 94 30 19 90 70 88 5
59 13 2 96 75 17 30 68 71 72 63 24 99 58 93 63 68 49 32 48 59 13 2 96 75 17 30 68 71 72 63 24 99 58 93 63 68 49 32 48
58 51 45 89 38 10 10 54 10 90 55 20 21 94 18 33 17 91 5 76 58 51 45 89 38 10 10 54 10 90 55 20 21 94 18 33 17 91 5 76
96 49 59 17 31 61 91 9 20 76 5 55 24 44 43 78 21 15 93 71 96 49 59 17 31 61 91 9 20 76 5 55 24 44 43 78 21 15 93 71
55 23 12 23 76 17 95 54 64 20 7 36 25 72 99 60 2 8 59 99 55 23 12 23 76 17 95 54 64 20 7 36 25 72 99 60 2 8 59 99
65 89 97 86 15 9 84 37 20 86 3 80 40 1 37 99 1 19 84 51 65 89 97 86 15 9 84 37 20 86 3 80 40 1 37 99 1 19 84 51
26 75 32 51 78 40 8 44 19 64 95 21 44 67 91 48 83 34 4 5 26 75 32 51 78 40 8 44 19 64 95 21 44 67 91 48 83 34 4 5
86 87 28 40 62 72 42 37 21 41 58 56 99 26 73 33 81 39 50 32 86 87 28 40 62 72 42 37 21 41 58 56 99 26 73 33 81 39 50 32
95 66 58 61 95 15 85 1 23 60 59 28 55 71 82 86 52 32 57 0 95 66 58 61 95 15 85 1 23 60 59 28 55 71 82 86 52 32 57 0
71 91 41 28 51 52 16 28 5 33 0 64 73 54 46 99 57 50 93 33 71 91 41 28 51 52 16 28 5 33 0 64 73 54 46 99 57 50 93 33
97 57 87 26 60 71 88 14 24 13 14 91 46 9 99 19 89 53 52 55 97 57 87 26 60 71 88 14 24 13 14 91 46 9 99 19 89 53 52 55
36 79 73 43 98 51 90 35 64 41 19 64 81 10 69 42 89 2 97 50 36 79 73 43 98 51 90 35 64 41 19 64 81 10 69 42 89 2 97 50
97 31 83 75 4 62 12 86 20 80 78 46 1 28 28 81 99 47 67 93 97 31 83 75 4 62 12 86 20 80 78 46 1 28 28 81 99 47 67 93
56 46 38 28 79 84 78 37 88 31 67 29 94 30 20 11 22 1 76 76 56 46 38 28 79 84 78 37 88 31 67 29 94 30 20 11 22 1 76 76
79 9 77 76 14 29 46 68 21 97 31 23 86 50 10 3 89 2 76 79 79 9 77 76 14 29 46 68 21 97 31 23 86 50 10 3 89 2 76 79
47 44 95 60 10 42 17 65 27 75 17 26 20 24 99 79 11 53 0 72 47 44 95 60 10 42 17 65 27 75 17 26 20 24 99 79 11 53 0 72
81 8 81 46 77 3 59 73 51 58 99 90 69 39 64 28 97 2 60 63 81 8 81 46 77 3 59 73 51 58 99 90 69 39 64 28 97 2 60 63
85 30 82 13 18 40 79 50 20 97 48 42 98 61 32 50 73 65 52 44 85 30 82 13 18 40 79 50 20 97 48 42 98 61 32 50 73 65 52 44
82 9 43 40 13 9 1 32 24 62 79 25 64 15 37 38 31 64 63 26 82 9 43 40 13 9 1 32 24 62 79 25 64 15 37 38 31 64 63 26
36 85 65 86 36 74 55 29 63 16 4 16 57 4 92 26 56 72 86 69 36 85 65 86 36 74 55 29 63 16 4 16 57 4 92 26 56 72 86 69
92 81 22 77 9 97 39 78 26 72 60 29 85 45 11 47 71 94 66 56 92 81 22 77 9 97 39 78 26 72 60 29 85 45 11 47 71 94 66 56
22 97 7 14 88 18 36 72 57 15 30 97 3 0 42 31 25 79 53 49 22 97 7 14 88 18 36 72 57 15 30 97 3 0 42 31 25 79 53 49
84 89 51 46 14 55 65 52 19 79 42 41 66 18 3 25 56 63 67 77 84 89 51 46 14 55 65 52 19 79 42 41 66 18 3 25 56 63 67 77
3 1 9 37 5 25 79 91 99 10 64 76 84 89 96 16 50 85 37 28 3 1 9 37 5 25 79 91 99 10 64 76 84 89 96 16 50 85 37 28
34 4 12 36 46 51 29 75 89 84 98 54 7 78 97 54 54 89 17 23 34 4 12 36 46 51 29 75 89 84 98 54 7 78 97 54 54 89 17 23
6 59 67 54 81 49 98 80 67 39 37 38 78 18 48 14 81 36 84 13 6 59 67 54 81 49 98 80 67 39 37 38 78 18 48 14 81 36 84 13
86 39 77 72 43 7 52 5 60 92 11 61 99 37 73 92 32 6 91 36 86 39 77 72 43 7 52 5 60 92 11 61 99 37 73 92 32 6 91 36
14 8 92 73 7 34 18 35 96 91 25 28 57 59 58 46 89 68 27 66 14 8 92 73 7 34 18 35 96 91 25 28 57 59 58 46 89 68 27 66
57 59 76 71 92 42 99 24 48 85 66 59 56 46 97 96 57 62 21 58 57 59 76 71 92 42 99 24 48 85 66 59 56 46 97 96 57 62 21 58
77 34 84 93 55 38 18 76 69 13 62 89 48 48 71 1 65 58 25 89 77 34 84 93 55 38 18 76 69 13 62 89 48 48 71 1 65 58 25 89
90 44 49 88 41 1 32 26 72 35 7 69 70 37 26 90 59 45 77 5 90 44 49 88 41 1 32 26 72 35 7 69 70 37 26 90 59 45 77 5
71 21 32 4 28 84 4 93 96 48 1 71 51 14 68 8 35 87 17 5 71 21 32 4 28 84 4 93 96 48 1 71 51 14 68 8 35 87 17 5
50 72 79 57 79 9 80 67 50 13 53 21 15 44 69 78 62 15 16 16 50 72 79 57 79 9 80 67 50 13 53 21 15 44 69 78 62 15 16 16
65 76 78 89 51 57 52 82 16 54 74 1 69 53 45 3 42 66 8 52 65 76 78 89 51 57 52 82 16 54 74 1 69 53 45 3 42 66 8 52
45 76 42 49 73 5 87 14 0 99 19 90 26 26 93 88 25 6 91 15 45 76 42 49 73 5 87 14 0 99 19 90 26 26 93 88 25 6 91 15
85 21 36 19 43 85 75 83 4 14 42 78 92 50 99 49 60 94 49 9 85 21 36 19 43 85 75 83 4 14 42 78 92 50 99 49 60 94 49 9
34 42 28 60 67 35 38 88 18 5 96 34 7 73 30 96 61 10 41 68 34 42 28 60 67 35 38 88 18 5 96 34 7 73 30 96 61 10 41 68
62 93 76 58 33 98 40 93 47 19 47 3 92 52 76 71 85 42 70 45 62 93 76 58 33 98 40 93 47 19 47 3 92 52 76 71 85 42 70 45
40 11 95 91 60 92 77 73 59 26 45 62 91 36 42 84 65 95 16 73 40 11 95 91 60 92 77 73 59 26 45 62 91 36 42 84 65 95 16 73
66 10 67 99 10 17 72 10 91 88 49 27 77 69 23 19 93 62 65 87 66 10 67 99 10 17 72 10 91 88 49 27 77 69 23 19 93 62 65 87
97 31 39 64 72 76 60 26 8 87 74 39 2 29 27 78 6 63 82 28 97 31 39 64 72 76 60 26 8 87 74 39 2 29 27 78 6 63 82 28
29 81 44 47 65 0 67 65 17 54 68 17 26 57 83 94 80 11 77 26 29 81 44 47 65 0 67 65 17 54 68 17 26 57 83 94 80 11 77 26
41 34 51 94 83 27 33 30 44 35 60 96 45 76 2 53 62 61 0 95 41 34 51 94 83 27 33 30 44 35 60 96 45 76 2 53 62 61 0 95
5 20 24 36 83 32 31 91 62 59 62 25 71 13 65 52 22 66 30 76 5 20 24 36 83 32 31 91 62 59 62 25 71 13 65 52 22 66 30 76
69 25 23 61 53 51 68 13 17 83 19 13 52 59 53 2 66 6 24 31 69 25 23 61 53 51 68 13 17 83 19 13 52 59 53 2 66 6 24 31
42 62 5 44 75 42 38 4 9 72 93 71 62 83 65 80 8 51 53 8 42 62 5 44 75 42 38 4 9 72 93 71 62 83 65 80 8 51 53 8
6 1 51 18 17 99 28 39 83 75 90 70 7 66 51 45 76 56 68 62 6 1 51 18 17 99 28 39 83 75 90 70 7 66 51 45 76 56 68 62
49 4 31 50 50 56 87 57 26 77 28 94 15 36 36 81 95 98 95 68 49 4 31 50 50 56 87 57 26 77 28 94 15 36 36 81 95 98 95 68
89 26 21 81 86 33 98 5 71 11 99 41 90 30 3 46 87 37 15 50 89 26 21 81 86 33 98 5 71 11 99 41 90 30 3 46 87 37 15 50
17 2 6 69 22 30 33 46 35 10 40 76 6 29 49 70 29 35 76 16 17 2 6 69 22 30 33 46 35 10 40 76 6 29 49 70 29 35 76 16
61 99 97 69 13 77 45 56 91 84 78 20 41 86 14 78 26 44 44 32 61 99 97 69 13 77 45 56 91 84 78 20 41 86 14 78 26 44 44 32
57 82 61 55 45 49 82 96 45 35 55 77 56 0 42 84 48 78 37 12 57 82 61 55 45 49 82 96 45 35 55 77 56 0 42 84 48 78 37 12
14 25 31 73 6 79 22 65 94 23 29 49 79 78 91 90 31 32 12 73 14 25 31 73 6 79 22 65 94 23 29 49 79 78 91 90 31 32 12 73
89 65 92 14 5 55 79 72 6 31 77 68 1 73 43 41 53 98 96 27 89 65 92 14 5 55 79 72 6 31 77 68 1 73 43 41 53 98 96 27
33 89 92 91 38 93 98 42 4 61 60 17 43 64 52 20 82 93 56 53 33 89 92 91 38 93 98 42 4 61 60 17 43 64 52 20 82 93 56 53
49 70 29 64 15 4 20 67 75 15 49 39 32 75 76 10 22 12 6 71 49 70 29 64 15 4 20 67 75 15 49 39 32 75 76 10 22 12 6 71
32 89 47 30 58 80 37 55 76 99 75 95 2 5 50 72 34 81 22 7 32 89 47 30 58 80 37 55 76 99 75 95 2 5 50 72 34 81 22 7
